frame,ball_x,1450_x,1451_x,1452_x,1453_x,1454_x,2916_x,4168_x,4169_x,4170_x,4270_x,6328_x,8161_x,ball_y,1450_y,1451_y,1452_y,1453_y,1454_y,2916_y,4168_y,4169_y,4170_y,4270_y,6328_y,8161_y,stretch_index,Time [s],1450_vx,1450_vy,1450_speed,1451_vx,1451_vy,1451_speed,1452_vx,1452_vy,1452_speed,1453_vx,1453_vy,1453_speed,1454_vx,1454_vy,1454_speed,2916_vx,2916_vy,2916_speed,4168_vx,4168_vy,4168_speed,4169_vx,4169_vy,4169_speed,4170_vx,4170_vy,4170_speed,4270_vx,4270_vy,4270_speed,6328_vx,6328_vy,6328_speed,8161_vx,8161_vy,8161_speed
102,-23.638689198954317,-35.601981424562176,-34.93437073509364,-34.860566374351,-34.994693502125365,-33.2809619081061,-35.14623917233875,-28.47271096925055,-24.98654199960206,-25.904981030516172,-4.398639455782321,-49.798878379110526,51.70204081632656,9.494835872121373,7.236378900493155,3.577445763806444,-2.63059746813349,-7.55413147409115,12.214896953367182,-21.33303424621592,-0.17538872440100106,-7.258615232206272,-13.79970792760839,0.4285714285714295,0.8348178312967505,-34.14285714285714,26.724142694810862,5.1000000000000005,-0.589562411000649,2.2569486760926516,2.3326811104352156,-0.4205249037655438,1.9587239137182564,2.003357323309744,-2.8207229968750958,2.2236453101765306,3.5918068838079393,-3.4033038025187503,3.4502450654761785,4.846304549250006,0.8271303589488767,1.5594582918157347,1.7652350536423604,-1.9683082793610718,4.188782358634987,4.628189184833852,-2.548066415582511,3.8338306538315066,4.603357463903669,-2.551911931150165,2.7470376039106297,3.7494626417188925,-0.4995876060074424,1.805156278157417,1.873012804186716,0.0,0.0,0.0,-0.6232715455236975,1.1574477006858543,1.31459217983467,3.281661365719409e-27,-1.798602863903907e-27,3.742228424521773e-27
103,-23.716873050185168,-35.63224448933481,-34.95729158568568,-35.00537165513699,-35.166877032734604,-33.240856459864744,-35.24641835213811,-28.599228142294155,-25.11686179210648,-25.927499761738527,-4.398639455782307,-49.829797325622685,51.70204081632656,9.523657490060813,7.351715875989544,3.672866623195872,-2.5225929784746475,-7.383540294713672,12.294775345663995,-21.11790030300783,0.017960358071030386,-7.123570663191664,-13.70937856833255,0.4285714285714295,0.8920917584724509,-34.14285714285714,26.817482680613413,5.15,-0.6056179216041144,2.2993008952465197,2.3777211093501975,-0.45760109313127695,1.9062146384755223,1.9603706303587864,-2.8724035252658053,2.1566689311946927,3.5919246777653737,-3.4202431284135972,3.4056495920623373,4.82664606133232,0.7802206494678531,1.6073201527252958,1.7866791360546264,-1.9956389056458197,4.2897946289054785,4.731269660451995,-2.525315202185738,3.868602326172703,4.619881040509512,-2.6022730839792434,2.702082735829986,3.751409910270178,-0.45795646979611937,1.8027320869637238,1.8599911573974504,-8.628018934229665e-14,0.0,8.628018934229665e-14,-0.618222984618219,1.1435902238046456,1.2999993302659112,0.0,-1.798602863903907e-27,1.798602863903907e-27
104,-23.789309845807775,-35.6633192452914,-34.98204584777827,-35.15216841008117,-35.339321842544294,-33.203643704981445,-35.34776544599317,-28.724482048200763,-25.249596573099634,-25.94812648228405,-4.398639455782321,-49.86045994544895,51.70204081632656,9.553041553437678,7.4689844970766,3.7656069550903233,-2.418022829314476,-7.2153332388940745,12.37729063867602,-20.898037852167604,0.2130885410784404,-6.990744053692655,-13.61926679608025,0.4285714285714295,0.948625603811347,-34.14285714285714,26.91134713103754,5.2,-0.6218517452833175,2.3379338070596734,2.419221792086134,-0.49426932314219063,1.8526040885762611,1.917405557728703,-2.912233008429516,2.087982121221863,3.583402075392682,-3.4254687124230285,3.3579671209047515,4.79685095503982,0.7223667823071915,1.6600581670293861,1.8104162190230761,-2.018997186759887,4.384364781547432,4.826904202262336,-2.5000498594459697,3.9041843368797506,4.6360440718410985,-2.6505728537537476,2.6577235455180497,3.7535357860898726,-0.42011625625924787,1.7983803464936217,1.8467998103280725,1.5272347125078789e-27,0.0,1.5272347125078789e-27,-0.6130964509002004,1.1287885870686138,1.2845430831244156,0.0,6.090366306514986e-14,6.090366306514986e-14
105,-23.85651089946512,-35.695214608085735,-35.00861312340366,-35.30036408692217,-35.51144224446019,-33.16987085134013,-35.45008183664541,-28.848346980503216,-25.384643273428786,-25.96705073828645,-4.398639455782307,-49.89086233994869,51.702040816326495,9.582883467174923,7.58799879838727,3.855611695756993,-2.316972542202457,-7.049664656519519,12.462686640072981,-20.673768999576694,0.4100363415394955,-6.860105619820787,-13.529468988315266,0.4285714285714295,1.0043721593207402,-34.14285714285714,27.00568004458958,5.25,-0.6382638820382988,2.372847411532271,2.457190595279495,-0.5305295937984669,1.7978922640206114,1.8745341402388824,-2.9402114463662476,2.0175848802580294,3.5658788675989697,-3.4189805545469034,3.307197652003651,4.756782982414514,0.6535687574670752,1.7176723347278984,1.8378112988624937,-2.0383831227033733,4.47249281656092,4.9150989561870455,-2.472270387362965,3.940576685952785,4.651909875105757,-2.6968112404737377,2.6139600329752537,3.755739330775964,-0.3860669653970413,1.7921010567472064,1.8332140898883944,1.5272347125078789e-27,0.0,1.5272347125078789e-27,-0.6078919443696209,1.1130427904779943,1.2682258747811916,-3.281661365719409e-27,-4.0602442043434436e-14,4.0602442043434436e-14
106,-23.918987524800116,-35.727939493371615,-35.036973014594146,-35.44936613339867,-35.682652551388,-33.1400851068248,-35.553168906836284,-28.97069723273437,-25.5218988239412,-25.984462075879453,-4.398639455782337,-49.921000610481265,51.70204081632656,9.613078636195478,7.708572814554547,3.9428257814630747,-2.2195276386882026,-6.88668889747721,12.55120715752457,-20.445415851116532,0.6088442763724862,-6.7316255776876055,-13.440081522501398,0.4285714285714295,1.0592842170078356,-34.14285714285714,27.100424789277152,5.300000000000001,-0.6548543318691159,2.4040417086642916,2.491636155815145,-0.5663819050999008,1.7420791648084912,1.831837405143929,-2.9563388390760466,1.945477208303166,3.539042370395781,-3.4007786547854058,3.2533411853588725,4.706328115122904,0.5738265749473779,1.7801626558210075,1.8703625368616486,-2.0537967134761885,4.55417873394592,4.995860774782546,-2.441976785936872,3.9777793733917886,4.66754532558986,-2.74098824413911,2.570792198201257,3.757923506518095,-0.35580859720919256,1.7838942177244803,1.8190322531166974,4.0602442043435963e-14,0.0,4.0602442043435963e-14,-0.6026094650265388,1.0963528340325606,1.251050640074493,-3.281661365719409e-27,0.0,3.281661365719409e-27
107,-23.977251035455733,-35.76150281680282,-35.067105123381936,-35.59858199724931,-35.85236707623347,-33.11483367931945,-35.65682803930726,-29.091407098427073,-25.66126015548414,-26.00055004119679,-4.398639455782307,-49.95087085840607,51.70204081632656,9.643522465422302,7.830520580211383,4.0271941484757106,-2.1257736403212375,-6.726560311654328,12.64309599870055,-20.213300512668575,0.8095528624957081,-6.605274143404699,-13.351200776102507,0.4285714285714295,1.11331456887992,-34.14285714285714,27.19552407585363,5.3500000000000005,-0.6716230947756285,2.431516698455621,2.5225683412554987,-0.6018262570465949,1.6851647909399226,1.7894063865691066,-2.960615186558819,1.8716591053572513,3.502620460390965,-3.3708630131383623,3.19639772097041,4.645392969810958,0.4831402347481427,1.8475291303085706,1.9096566114805127,-2.065237959078378,4.629422533702636,5.069197256289398,-2.409169055167656,4.015792399196645,4.683020833801934,-2.783103864749901,2.528220041196104,3.7599951726952345,-0.32934115169587563,1.7737598294253198,1.8040758095721214,1.5272347125078789e-27,0.0,1.5272347125078789e-27,-0.5972490128709148,1.0787187177324256,1.2330208657446031,-3.281661365719409e-27,0.0,3.281661365719409e-27
108,-24.031812745074895,-35.79591349403314,-35.09898905179934,-35.74741912621273,-36.0200001319023,-33.09466377670802,-35.76086061679982,-29.210350871114144,-25.8026241989049,-26.015504180372208,-4.398639455782307,-49.980469185082455,51.702040816326495,9.674110359778345,7.95365612999076,4.108661733062096,-2.0357960686511163,-6.569433248938051,12.738596971270622,-19.9777450901142,1.0122026168274902,-6.481021533083592,-13.26292312658237,0.4285714285714295,1.1664160069442757,-34.14285714285714,27.290919942336345,5.4,-0.6885701707580174,2.455272380906302,2.5499983028423814,-0.6368626496385679,1.627149142414966,1.7473432307839283,-2.9530404888146173,1.7961305714204874,3.4563757258390995,-3.3292336296059077,3.13636725883834,4.5739038187102325,0.3815097368694302,1.9197717581905815,1.9573127708346305,-2.0727068595098754,4.698224215830772,5.13511679591399,-2.3738471950553133,4.054615763367373,4.698410315630082,-2.8231581023061034,2.4862435619599905,3.7618650587180955,-0.30666462885704915,1.7616978918499802,1.7881897708970087,4.0602442043435963e-14,0.0,4.0602442043435963e-14,-0.5918105879027473,1.0601404415775735,1.2141406540521111,-3.281661365719409e-27,0.0,3.281661365719409e-27
109,-24.08318396730057,-35.831180440716366,-35.1326044018786,-35.89528496802762,-36.184966031300256,-33.08012260687452,-35.86506802205542,-29.327402844328454,-25.945887885050748,-26.02951403953939,-4.398639455782307,-50.009791691869815,51.70204081632656,9.704737724186531,8.077793498525656,4.187173471489415,-1.9496804452273826,-6.415462059215546,12.837953882904534,-19.73907168933485,1.2168340562861235,-6.358837962835833,-13.175344951404822,0.4285714285714295,1.2185413232081463,-34.14285714285714,27.386553749821704,5.45,-0.705695559816124,2.4753087560164557,2.5739385503068886,-0.6714910828757823,1.568032219233536,1.7057623852506945,-2.9336147458434985,1.7188916064925805,3.4001005620276965,-3.2758905041879567,3.0732497989625758,4.491806198207168,0.26893508131109845,1.9968905394670873,2.0149188332468784,-2.076203414770732,4.760583780330362,5.193628649513764,-2.3360112055998745,4.0942494659040065,4.713791153810638,-2.861150956807731,2.444862760492716,3.7634477165606883,-0.28777902869276517,1.7477084049982214,1.7712429077505938,-4.060244204343291e-14,0.0,4.060244204343291e-14,-0.58629419012206,1.040618005567926,1.194414798503037,-3.281661365719409e-27,0.0,3.281661365719409e-27
110,-24.131876015775674,-35.86731257250628,-35.16793077565199,-36.041586970432576,-36.34667908733303,-33.071757377702895,-35.96925163781554,-29.442437311602834,-26.090948144768944,-26.042769164832084,-4.398639455782307,-50.038834480127505,51.70204081632656,9.735299963569805,8.20274672044901,4.262674300024845,-1.86751229159961,-6.26480109237403,12.941410541271994,-19.497602416211908,1.423487697789855,-6.238693648773029,-13.088562628033689,0.4285714285714295,1.2696433096787996,-34.14285714285714,27.482366189645827,5.5,-0.7229992619500291,2.4916258237859297,2.594403048590793,-0.7057115567581976,1.5078140213956068,1.664791856196825,-2.902337957645442,1.639942210573681,3.333613066090725,-3.21083363688459,3.0070453413432094,4.399065165309946,0.1454162680731896,2.078885474138168,2.0839651402082064,-2.075727624860948,4.8165012272014955,5.244743010314651,-2.295661086801309,4.134693506806587,4.729244148982195,-2.897082428254765,2.4040776367943777,3.764661456205241,-0.27268435120297324,1.7317913688700888,1.7531280902101598,4.567774729886374e-14,0.0,4.567774729886374e-14,-0.5806998195288321,1.0201514097036208,1.1738488740553883,0.0,0.0,0.0
111,-24.178400204143166,-35.904318805056704,-35.204947775151766,-36.185732581166285,-36.50455361290636,-33.070115297077145,-36.073212846821626,-29.555328566470124,-26.23770190890677,-26.055459102384017,-4.398639455782307,-50.067593651214914,51.70204081632656,9.76569248285114,8.328329830393807,4.335109154935562,-1.7893771293173044,-6.117604698300654,13.049210754042726,-19.253659376626832,1.6322040582570232,-6.120558807006657,-13.002672533932756,0.4285714285714295,1.3196747583634982,-34.14285714285714,27.57829730195985,5.550000000000001,-0.7404812771597293,2.5042235842147647,2.611407337349259,-0.7395240712859528,1.4464945489012786,1.6245745079904659,-2.85921012422029,1.5592823836638074,3.2567536115659856,-3.13406302769571,2.937753885980222,4.295666299441926,0.010953297155842645,2.165756562203637,2.1657842601345823,-2.071279489780553,4.8659765564443545,5.2884710997273725,-2.2527968386595245,4.17594788607508,4.7448534585895565,-2.930952516647251,2.363888190864967,3.765428266977304,-0.26138059638772226,1.7139467834656754,1.7337627844432284,-4.0602442043434436e-14,0.0,4.0602442043434436e-14,-0.5750274761230406,0.9987406539845569,1.1524493447514015,0.0,0.0,0.0
112,-24.223267846046006,-35.94220805402138,-35.24363500241019,-36.3271292479674,-36.65800392092598,-33.075743572881244,-36.17675303181517,-29.665950902463173,-26.386046108311493,-26.067773398328917,-4.398639455782321,-50.09606530649141,51.702040816326495,9.795810686953446,8.45435686299303,4.404422972488732,-1.7153604799300528,-5.974027226882615,13.161598328886463,-19.007564676461065,1.8430236546059,-6.0044036536483345,-12.917771046565887,0.4285714285714295,1.368588461269515,-34.14285714285714,27.674286505802105,5.6000000000000005,-0.7581416054451859,2.513102037302998,2.6249686748232794,-0.7729286264589479,1.3840738017505252,1.5852693620618132,-2.804231245568253,1.4769121257629245,3.169382006929243,-3.0455786766213855,2.865375432873536,4.1816176112607515,-0.1344538314411033,2.257503803663717,2.2615042021507152,-2.0628590095294914,4.909009768058574,5.324825273761712,-2.207418461174729,4.218012603709469,4.760706521913207,-2.9627612219851662,2.324294422704392,3.76567372749071,-0.2538677642468407,1.6941746487849092,1.7130897764884245,0.0,0.0,0.0,-0.5692771599047479,0.9763857384107507,1.1302236924437228,1.82710989195455e-13,0.0,1.82710989195455e-13
113,-24.2669902551271,-35.980989235054125,-35.283972059459515,-36.46518441857457,-36.80644432429761,-33.08918941299918,-36.279673575537615,-29.774178613114827,-26.535877673830367,-26.079901598800493,-4.398639455782321,-50.124245547316356,51.70204081632656,9.825549980799686,8.580641852879621,4.470560688951537,-1.645547864987415,-5.834223028007088,13.278817073472927,-18.75964042159601,2.0559870037547903,-5.890198404809574,-12.833954543396867,0.4285714285714295,1.4163372104041025,-34.14285714285714,27.770272640755522,5.65,-0.7759802468064577,2.5182611830506074,2.63510620838957,-0.8059252222771602,1.3205517799432398,1.547052832780364,-2.7374013216891826,1.3928314368710009,3.0713751655442256,-2.94538058366157,2.7899099820231843,4.05695261130854,-0.29080511771756495,2.354127198518173,2.3720207594567437,-2.0504661841077385,4.945600862044426,5.353819147003746,-2.1595259543467464,4.260887659709687,4.776893969533291,-2.992508544268472,2.2852963323127935,3.765326906657922,-0.25014585478056117,1.6724749648277764,1.6910781935320347,0.0,0.0,0.0,-0.5634488708738916,0.9530866629822411,1.1071805712004197,0.0,0.0,0.0
114,-24.310078745029408,-36.02067126380872,-35.32593854833202,-36.59930554072641,-36.94928913592697,-33.11100002531491,-36.38177586073045,-29.879885991957906,-26.687093536310677,-26.09203324993249,-4.398639455782321,-50.152130475049134,51.70204081632656,9.854805769312794,8.70699883468655,4.533467240591158,-1.5800248060389055,-5.698346451561251,13.401110795471823,-18.510208717913052,2.2711346226219846,-5.777913276601962,-12.751319401889521,0.4285714285714295,1.4628737977745145,-34.14285714285714,27.86619402027463,5.7,-0.7939972012435081,2.519701021457622,2.6418411748470247,-0.8385138587406349,1.2559284834795725,1.510119812106115,-2.658720352583194,1.3070403169880833,2.962625238445189,-2.833468748816297,2.711357533429269,3.921734925336265,-0.4581005616736479,2.4556267467671606,2.497990961561707,-2.0341010135153446,4.97574983840163,5.375467736628879,-2.109119318175626,4.304573054075893,4.793509515603143,-3.0201944834971837,2.246893919690105,3.764320257959886,-0.25021486798877346,1.6488477315943353,1.6677248940237188,0.0,-2.7755575615629008e-14,2.7755575615629008e-14,-0.5575426090304947,0.9288434276989765,1.0833299931526472,-3.045183153257583e-13,0.0,3.045183153257583e-13
115,-24.353044629395878,-36.06126305593895,-35.369514071059974,-36.72890006216162,-37.085952668719784,-33.141722617712404,-36.48286127013514,-29.9829473325253,-26.83959062659971,-26.104357897858602,-4.398639455782307,-50.17971619104912,51.70204081632656,9.883473457415727,8.833241843046808,4.593087563674779,-1.5188768246340931,-5.566551847432314,13.528723302552923,-18.259591671293702,2.488507028125803,-5.667518485137055,-12.669961999507652,0.4285714285714295,1.5081510153880382,-34.14285714285714,27.961988496752287,5.75,-0.8121924687562763,2.517421552524066,2.645197134320445,-0.8706945358493312,1.1902039123594612,1.4746844841367424,-2.5681883382502257,1.219538766114161,2.8430381887656213,-2.7098431720856073,2.6297180870916628,3.7760650464307446,-0.6363401633092485,2.5620024484106683,2.63984570554847,-2.013763497752391,4.999456697130553,5.389787629523401,-2.05619855266142,4.349068786807979,4.810649831400571,-3.0458190396713625,2.2090871848363642,3.7625895089197323,-0.25407480387149783,1.623292949084526,1.6430562998600742,0.0,0.0,0.0,-0.5515583743745576,0.9036560325610142,1.0586835530632452,0.0,0.0,0.0
116,-24.396399221869476,-36.10277352709863,-35.41467822967561,-36.85337543061883,-37.21584923558181,-33.181904398075666,-36.58273118649313,-30.083236928349816,-26.993265875544715,-26.117065088712586,-4.398639455782307,-50.20699879667568,51.70204081632656,9.91144845003144,8.95918491259337,4.64936659446955,-1.4621894423225317,-5.43899356550743,13.661898402385896,-18.008111387619298,2.7081447371845164,-5.558984246526354,-12.5899787137151,0.4285714285714295,1.5521216552519312,-34.14285714285714,28.05759353837068,5.800000000000001,-0.8305660493449205,2.5114227762497543,2.6452002425885364,-0.9024672536033262,1.1233780665829087,1.440980716146432,-2.4658052786902447,1.1303267842492501,2.7125328222176273,-2.5745038534694054,2.5449916430105213,3.6200901307180473,-0.8255239226243467,2.6732543034486485,2.7978167055280454,-1.9894536368187048,5.016721438230945,5.396797176275679,-2.0007636578040757,4.394374857906017,4.828414398763436,-3.069382212790871,2.171876127751496,3.7600735474846525,-0.26172566242871276,1.5958106172984254,1.6171307456900725,4.0602442043434436e-14,0.0,4.0602442043434436e-14,-0.5454961669060567,0.8775244775682369,1.0332547008557995,1.82710989195455e-13,4.0602442043434436e-14,1.8716800974705085e-13
117,-24.440653836093098,-36.14521159294151,-35.46141062621121,-36.972139093836695,-37.338393149418735,-33.23209257428867,-36.68118699254591,-30.180629072964305,-27.14801621399296,-26.130344368628155,-4.398639455782307,-50.23397439328818,51.70204081632645,9.938626152082819,9.08464207795918,4.702249269242696,-1.4100481806537801,-5.315825955673784,13.800879902640501,-17.756089972771335,2.9300882667164196,-5.452280776881491,-12.51146592197567,0.4285714285714198,1.5947385093734419,-34.14285714285714,28.152946317742447,5.8500000000000005,-0.8491179430092806,2.5017046926349424,2.641879567711595,-0.9338320120025816,1.0554509461498904,1.4092618374061963,-2.3515711739032565,1.0394043713933023,2.571040340641167,-2.427450792967739,2.457178201185623,3.4540182490342346,-1.0256518396189829,2.7893823118810577,2.9719716314172175,-1.9611714307144335,5.0275440617028915,5.396516716643664,-1.9428146336035788,4.440491267369964,4.846905342188262,-3.09088400285591,2.135260748435519,3.7567143068005566,-0.273167443660368,1.5664007362359418,1.5900414204530775,4.0602442043434436e-14,0.0,4.0602442043434436e-14,-0.5393559866250749,0.8504487627208286,1.0070590738986944,0.0,0.0,0.0
118,-24.486319785709735,-36.1885861691214,-35.50969086269903,-37.08459849955386,-37.452998723136325,-33.29283435423538,-36.77803007103496,-30.27499805990162,-27.303738572791747,-26.14438528373904,-4.398639455782307,-50.26063908224601,51.70204081632656,9.96490196849287,9.20942737377723,4.751680524261373,-1.3625385611773486,-5.197203367818573,13.945911610986458,-17.50384953263114,3.1543781336398142,-5.34737829231393,-12.434520001753173,0.4285714285714295,1.6359543697598529,-34.14285714285714,28.24798381229698,5.9,-0.8681602579284622,2.4883106309709198,2.6354111689922903,-0.965096601711486,0.9866228607639257,1.3801580054533797,-2.2263155740564624,0.9471291863655061,2.419407929835674,-2.2694579151250966,2.366532008599746,3.2788584867680854,-1.2362252730455152,2.9097762119857,3.1614949833194905,-1.9291469097741318,5.031962179125358,5.38908630211459,-1.8826633338481582,4.4871425643871055,4.866093877202817,-3.1103216238341704,2.0992802505589907,3.7524762722870677,-0.2882767576264195,1.5351512899676658,1.561983665752299,4.0602442043434436e-14,0.0,4.0602442043434436e-14,-0.533175396299481,0.8226039973350169,0.9802822754955111,-1.8271098919545172e-13,0.0,1.8271098919545172e-13
119,-24.53390838436231,-36.2329061712921,-35.55949854117135,-37.190161095508984,-37.55908026964027,-33.364676945799765,-36.87306180470171,-30.3662181826946,-27.460329882788297,-26.159377380178967,-4.398639455782307,-50.28698896490853,51.70204081632656,9.990171304184512,9.333354834680444,4.797605295792749,-1.3197461054428157,-5.083280151828934,14.097237335093489,-17.251712173080236,3.3810548548730046,-5.244247008935312,-12.359237330511439,0.4285714285714295,1.6757220284183976,-34.142857142857125,28.34264291630136,5.95,-0.8892535349976667,2.4714572377151267,2.626570525868348,-0.9977999760521058,0.9178953589425055,1.3557789945923244,-2.0941862299850214,0.8552895232616379,2.262108780421489,-2.104394842663835,2.2743243001662337,3.0985526744202327,-1.454751016665603,3.031384695150819,3.362379171135259,-1.8945302256711745,5.030163848394269,5.375108661010893,-1.8218690274783478,4.532951494893723,4.885371634619432,-3.12768114556475,2.0641306524745056,3.747402393499536,-0.3064366546258104,1.5025021988462306,1.5334328419712473,0.0,0.0,0.0,-0.5271422097689327,0.7948657279923729,0.9537769313927227,3.281661365719409e-27,0.0,3.281661365719409e-27
120,-24.583930945693755,-36.27818051510737,-35.61081326366042,-37.28823432944071,-37.656052101836316,-33.448167556865826,-36.966083576287666,-30.45416373487608,-27.617687074829934,-26.175510204081622,-4.398639455782307,-50.31302014263513,51.70204081632656,10.014329564080699,9.45623849530185,4.839968520103998,-1.2817563349997594,-4.9742106575921206,14.255100882631297,-17.0,3.610158947334276,-5.142857142857143,-12.285714285714288,0.4285714285714295,1.7139942773563923,-34.14285714285714,28.436860564328097,6.0,-0.9142704232909344,2.451404488616341,2.616347525408834,-1.0337888790111354,0.850470298906708,1.3386632047268519,-1.9601604426913126,0.7660313349967336,2.104526779893447,-1.9369051228508152,2.182080557781055,2.9177177751749417,-1.678237222993156,3.150546191042576,3.569652851263364,-1.8587015604137307,5.022374738983913,5.355279592091169,-1.76230283722316,4.576265354013481,4.903867441155901,-3.1429458518546616,2.030047176204917,3.741550502840765,-0.3269067950173672,1.4689813672948266,1.5049167120103044,0.0,-1.3957089452430589e-14,1.3957089452430589e-14,-0.5214818036410566,0.7682846105910427,0.9285496833232779,3.281661365719409e-27,0.0,3.281661365719409e-27
121,-25.749147931434724,-36.324527354083685,-35.66372235893104,-37.378515991646175,-37.74359940622075,-33.54367887088084,-37.0569772791514,-30.538818158804762,-27.775706104652638,-26.19293011510174,-4.398639455782307,-50.33874186375395,51.702040816326495,10.407983259501453,9.577907555526373,4.878785241858532,-1.248529590810978,-4.870060248551339,14.41953246966682,-16.749021955219174,3.841634520157474,-5.043165188906314,-12.214016450400837,0.4285714285714295,1.750785196841771,-34.14285714285714,28.530618281739564,6.050000000000001,-0.9450835718826471,2.4284123594234304,2.605833752418395,-1.074910054574942,0.7855495388774443,1.3313600953374223,-1.8292155131778611,0.6815005744856549,1.9520431416018509,-1.7716323029528847,2.09132626334014,2.7408623746190495,-1.9036920445421825,3.2635991293269364,3.7782433322109803,-1.8230410960096743,5.008820520369359,5.330268458812683,-1.7058358858113736,4.615431436870128,4.920577549208113,-3.1560990265109043,1.9972650437736377,3.734973724167707,-0.34894683916000735,1.43511669973655,1.4769305462419304,0.0,2.7755575615629008e-14,2.7755575615629008e-14,-0.516419554523558,0.7439113010289728,0.905589962451511,3.045183153257616e-13,0.0,3.045183153257616e-13
122,-26.876863680852964,-36.372501793188135,-35.71874406267821,-37.46186524265638,-37.82249086365213,-33.650885473545365,-37.14594684912005,-30.620601492142722,-27.934279027547372,-26.211610726977636,-4.398639455782307,-50.364215964468244,51.70204081632656,10.788967640586854,9.698251876247104,4.914350939304657,-1.2195254914925193,-4.770538342374131,14.58970794585571,-16.499034324355705,4.0750400513386085,-4.945072756770977,-12.144086229911471,0.4285714285714295,1.7863540201853692,-34.14285714285714,28.62407542654528,6.1000000000000005,-0.983565629846868,2.4027408258851395,2.596259776022282,-1.1230102467301417,0.7243349370757031,1.3363431877064202,-1.7063287424468463,0.60384319464334,1.810023309523198,-1.6132199302368289,2.003586898739421,2.57232171473818,-2.1281236338267187,3.3668819396698964,3.9830646739071613,-1.7889290144670174,4.98972686202503,5.300720816682962,-1.6543392959717313,4.648797038587209,4.934384704517216,-3.167123953340287,1.9660194772034314,3.7277213845142803,-0.3718164474125481,1.4014361005946252,1.4499208994342956,-4.0602442043434436e-14,0.0,4.0602442043434436e-14,-0.5121808390239231,0.7227964552041278,0.8858690239075429,3.281661365719409e-27,-6.090366306515166e-14,6.090366306515166e-14
123,-27.967078193948534,-36.422768175250454,-35.776504337329506,-37.53943158556079,-37.89376602857959,-33.76928742612327,-37.23327673263793,-30.70004292137792,-28.093296923693845,-26.231482466968664,-4.398639455782307,-50.38951742795005,51.70204081632656,11.157282707336869,9.817176483609089,4.947031199086897,-1.1940784750736753,-4.675265370284062,14.764589569250797,-16.25028022897493,4.309837611089233,-4.8484677348546334,-12.075835235161911,0.4285714285714246,1.821021268958796,-34.14285714285714,28.71743562366379,6.15,-1.0315892462577565,2.374649863750465,2.589041975017931,-1.179936199463244,0.6680283517224811,1.355917148467715,-1.596477431500803,0.5352051483847696,1.683800683023072,-1.4663115519695862,1.9203879458748367,2.416186960916069,-2.3485401433607285,3.4567330517375487,4.179072169268152,-1.7577454977939027,4.96531943342569,5.267263645477559,-1.6096841904331405,4.674709454288299,4.944086535948052,-3.1760039161499165,1.9365456985174359,3.7198400661649402,-0.3947752801337646,1.3684674742922383,1.4242720070269128,4.5677747298862216e-14,0.0,4.5677747298862216e-14,-0.5089910337498379,0.7059907290145156,0.8703417615466787,3.281661365719409e-27,-4.0602442043435515e-14,4.0602442043435515e-14
124,-29.0197914707214,-36.47599084310043,-35.83762914531244,-37.612364523448946,-37.958464455452244,-33.898384789878435,-37.319251376149296,-30.777671632998285,-28.252650873271776,-26.252475762334157,-4.398639455782307,-50.414721237371424,51.70204081632656,11.512928459751503,9.934586403757379,4.977191607849801,-1.1715229795838011,-4.583861763504736,14.943139597904928,-16.00300279064206,4.545489269620963,-4.753238011560718,-12.009175077067878,0.4285714285714295,1.8551074647335821,-34.14285714285714,28.81090206093675,6.2,-1.0910270701895828,2.34439944876801,2.5858361980740803,-1.247534656760749,0.6178316410389775,1.3921417515785077,-1.5046388813420537,0.4777323886249918,1.5786596841585607,-1.3355507154180224,1.8432548866425558,2.2762434603058725,-2.5619497256581596,3.5294908951959867,4.361294804994417,-1.7308707279982445,4.935823904046124,5.230513463207441,-1.5737416919244875,4.691515979097091,4.948432589722192,-3.182722198746641,1.9090789297388249,3.7113748065059924,-0.41708299768275015,1.3367387252525351,1.4002959139216973,-1.533545599749647e-27,0.0,1.533545599749647e-27,-0.507075515308871,0.6945447783580183,0.8599523401736551,3.281661365719409e-27,-1.0854726055841122e-27,3.4565231225508876e-27
125,-30.035003511171578,-36.532834139567804,-35.90274444905458,-37.68181355941026,-38.017625698719215,-34.03767762607473,-37.40415522609842,-30.854016813491725,-28.412231956460847,-26.274521040333433,-4.398639455782321,-50.43990237590438,51.70204081632656,11.855904897830758,10.050386662837028,5.005197752237869,-1.1511934430521797,-4.495947953259776,15.124320289870921,-15.757445130922381,4.781457097145336,-4.65927147529273,-11.944017366545054,0.4285714285714295,1.8889331290812974,-34.14285714285716,28.90467727088911,6.25,-1.1634396425375022,2.3122062273954085,2.5884144644615743,-1.327344571944838,0.5747463535424715,1.4464359590323357,-1.4349608428059126,0.43321320945971103,1.4989283856264242,-1.224807043304425,1.77345895595572,2.1552978823790645,-2.7658591744807,3.582104161433428,4.525643290894427,-1.709454856753469,4.901428331781849,5.190976362773368,-1.5480710693863906,4.697839358950062,4.946333862404705,-3.1872648709696536,1.883815189220133,3.7023529038779768,-0.4381226503582528,1.3066897738282395,1.378183449974725,-4.060244204343597e-14,0.0,4.060244204343597e-14,-0.506622097540718,0.6893341498164541,0.8554808705165361,1.82710989195455e-13,-1.0854726055841122e-27,1.82710989195455e-13
